index,pobreza_binaria,pobreza,ingresos,edad
61,No pobreza,No pobreza,13000,40
62,No pobreza,No pobreza,13000,34
63,No pobreza,No pobreza,12500,55
64,No pobreza,No pobreza,12255,24
65,No pobreza,No pobreza,12200,35
66,No pobreza,No pobreza,12000,66
67,No pobreza,No pobreza,12000,61
68,No pobreza,No pobreza,12000,63
69,No pobreza,No pobreza,12000,52
70,Pobreza,Pobreza no extrema,12000,50
71,No pobreza,No pobreza,12000,53
72,No pobreza,No pobreza,12000,46
73,No pobreza,No pobreza,12000,48
74,No pobreza,No pobreza,12000,45
75,No pobreza,No pobreza,12000,48
76,No pobreza,No pobreza,12000,42
77,No pobreza,No pobreza,12000,40
78,No pobreza,No pobreza,12000,43
79,No pobreza,No pobreza,12000,42
80,No pobreza,No pobreza,12000,43
81,No pobreza,No pobreza,12000,39
82,No pobreza,No pobreza,12000,36
83,No pobreza,No pobreza,12000,38
84,Pobreza,Pobreza no extrema,12000,33
85,Pobreza,Pobreza no extrema,12000,31
86,No pobreza,No pobreza,12000,31
87,No pobreza,No pobreza,12000,33
88,No pobreza,No pobreza,12000,33
89,No pobreza,No pobreza,12000,31
90,No pobreza,No pobreza,12000,28
91,No pobreza,No pobreza,12000,29
92,No pobreza,No pobreza,12000,26
93,No pobreza,No pobreza,12000,26
94,No pobreza,No pobreza,12000,18
95,No pobreza,No pobreza,11700,59
96,No pobreza,No pobreza,11600,37
97,No pobreza,No pobreza,11500,50
98,No pobreza,No pobreza,11000,45
99,No pobreza,No pobreza,11000,48
100,No pobreza,No pobreza,11000,36
101,No pobreza,No pobreza,11000,37
102,Pobreza,Pobreza no extrema,11000,25
103,Pobreza,Pobreza no extrema,10920,17
104,No pobreza,No pobreza,10800,45
105,No pobreza,No pobreza,10660,63
106,No pobreza,No pobreza,10600,52
107,No pobreza,No pobreza,10400,50
108,Pobreza,Pobreza no extrema,10400,35
109,No pobreza,No pobreza,10300,51
110,No pobreza,No pobreza,10200,53
111,No pobreza,No pobreza,10125,51
112,No pobreza,No pobreza,10102,53
113,No pobreza,No pobreza,10000,70
114,No pobreza,No pobreza,10000,74
115,Pobreza,Pobreza no extrema,10000,65
116,No pobreza,No pobreza,10000,67
117,No pobreza,No pobreza,10000,60
118,No pobreza,No pobreza,10000,58
119,No pobreza,No pobreza,10000,57
120,No pobreza,No pobreza,10000,52
121,No pobreza,No pobreza,10000,51
122,No pobreza,No pobreza,10000,54
123,No pobreza,No pobreza,10000,50
124,No pobreza,No pobreza,10000,52
125,No pobreza,No pobreza,10000,53
126,No pobreza,No pobreza,10000,53
127,No pobreza,No pobreza,10000,53
128,No pobreza,No pobreza,10000,50
129,No pobreza,No pobreza,10000,46
130,No pobreza,No pobreza,10000,48
131,No pobreza,No pobreza,10000,46
132,No pobreza,No pobreza,10000,45
133,No pobreza,No pobreza,10000,47
134,No pobreza,No pobreza,10000,47
135,No pobreza,No pobreza,10000,46
136,No pobreza,No pobreza,10000,49
137,No pobreza,No pobreza,10000,48
138,No pobreza,No pobreza,10000,43
139,No pobreza,No pobreza,10000,44
140,No pobreza,No pobreza,10000,44
141,No pobreza,No pobreza,10000,41
142,No pobreza,No pobreza,10000,40
143,No pobreza,No pobreza,10000,42
144,No pobreza,No pobreza,10000,44
145,No pobreza,No pobreza,10000,40
146,No pobreza,No pobreza,10000,41
147,No pobreza,No pobreza,10000,41
148,No pobreza,No pobreza,10000,42
149,No pobreza,No pobreza,10000,42
150,No pobreza,No pobreza,10000,42
151,No pobreza,No pobreza,10000,44
152,Pobreza,Pobreza no extrema,10000,36
153,Pobreza,Pobreza no extrema,10000,36
154,No pobreza,No pobreza,10000,36
155,No pobreza,No pobreza,10000,35
156,No pobreza,No pobreza,10000,36
157,No pobreza,No pobreza,10000,37
158,No pobreza,No pobreza,10000,39
159,No pobreza,No pobreza,10000,37
160,No pobreza,No pobreza,10000,38
161,No pobreza,No pobreza,10000,39
162,No pobreza,No pobreza,10000,38
163,No pobreza,No pobreza,10000,35
164,No pobreza,No pobreza,10000,30
165,No pobreza,No pobreza,10000,31
166,No pobreza,No pobreza,10000,32
167,No pobreza,No pobreza,10000,34
168,Pobreza,Pobreza extrema,10000,34
169,No pobreza,No pobreza,10000,30
170,No pobreza,No pobreza,10000,34
171,No pobreza,No pobreza,10000,25
172,No pobreza,No pobreza,10000,27
173,Pobreza,Pobreza no extrema,10000,26
174,Pobreza,Pobreza no extrema,10000,25
175,Pobreza,Pobreza no extrema,10000,26
176,No pobreza,No pobreza,10000,27
177,Pobreza,Pobreza no extrema,10000,28
178,No pobreza,No pobreza,10000,28
179,No pobreza,No pobreza,10000,22
180,No pobreza,No pobreza,10000,22
181,No pobreza,No pobreza,10000,24
182,Pobreza,Pobreza no extrema,10000,23
183,No pobreza,No pobreza,10000,24
184,Pobreza,Pobreza no extrema,10000,23
185,No pobreza,No pobreza,9960,63
186,No pobreza,No pobreza,9872,53
187,No pobreza,No pobreza,9760,49
188,No pobreza,No pobreza,9760,46
189,No pobreza,No pobreza,9760,47
190,No pobreza,No pobreza,9600,55
191,No pobreza,No pobreza,9600,54
192,No pobreza,No pobreza,9600,48
193,No pobreza,No pobreza,9600,46
194,No pobreza,No pobreza,9600,32
195,No pobreza,No pobreza,9500,37
196,No pobreza,No pobreza,9500,36
197,No pobreza,No pobreza,9500,30
198,No pobreza,No pobreza,9476,39
199,Pobreza,Pobreza no extrema,9400,59
200,Pobreza,Pobreza no extrema,9400,54
201,No pobreza,No pobreza,9400,47
202,No pobreza,No pobreza,9375,54
203,No pobreza,No pobreza,9300,51
204,No pobreza,No pobreza,9200,57
205,No pobreza,No pobreza,9200,51
206,No pobreza,No pobreza,9200,51
207,No pobreza,No pobreza,9200,24
208,No pobreza,No pobreza,9000,75
209,No pobreza,No pobreza,9000,58
210,No pobreza,No pobreza,9000,56
211,No pobreza,No pobreza,9000,57
212,No pobreza,No pobreza,9000,57
213,No pobreza,No pobreza,9000,54
214,No pobreza,No pobreza,9000,51
215,No pobreza,No pobreza,9000,51
216,No pobreza,No pobreza,9000,50
217,No pobreza,No pobreza,9000,45
218,No pobreza,No pobreza,9000,47
219,No pobreza,No pobreza,9000,43
220,Pobreza,Pobreza no extrema,9000,43
221,No pobreza,No pobreza,9000,44
222,No pobreza,No pobreza,9000,42
223,No pobreza,No pobreza,9000,40
224,No pobreza,No pobreza,9000,44
225,No pobreza,No pobreza,9000,40
226,No pobreza,No pobreza,9000,42
227,No pobreza,No pobreza,9000,40
228,No pobreza,No pobreza,9000,38
229,No pobreza,No pobreza,9000,38
230,No pobreza,No pobreza,9000,31
231,No pobreza,No pobreza,9000,29
232,No pobreza,No pobreza,8900,57
233,No pobreza,No pobreza,8900,46
234,No pobreza,No pobreza,8676,40
235,No pobreza,No pobreza,8620,39
236,No pobreza,No pobreza,8600,52
237,No pobreza,No pobreza,8560,54
238,No pobreza,No pobreza,8557,47
239,No pobreza,No pobreza,8500,57
240,No pobreza,No pobreza,8500,46
241,No pobreza,No pobreza,8500,49
242,No pobreza,No pobreza,8500,40
243,No pobreza,No pobreza,8500,44
244,No pobreza,No pobreza,8500,39
245,No pobreza,No pobreza,8500,30
246,No pobreza,No pobreza,8400,64
247,Pobreza,Pobreza no extrema,8400,53
248,No pobreza,No pobreza,8400,44
249,No pobreza,No pobreza,8400,41
250,No pobreza,No pobreza,8400,36
251,No pobreza,No pobreza,8385,53
252,Pobreza,Pobreza no extrema,8380,42
253,No pobreza,No pobreza,8334,50
254,No pobreza,No pobreza,8300,51
255,No pobreza,No pobreza,8300,43
256,No pobreza,No pobreza,8291,34
257,No pobreza,No pobreza,8281,41
258,No pobreza,No pobreza,8251,35
259,No pobreza,No pobreza,8250,34
260,No pobreza,No pobreza,8227,47
261,No pobreza,No pobreza,8200,51
262,No pobreza,No pobreza,8200,45
263,No pobreza,No pobreza,8200,35
264,No pobreza,No pobreza,8200,37
265,No pobreza,No pobreza,8200,36
266,No pobreza,No pobreza,8100,53
267,No pobreza,No pobreza,8036,49
268,No pobreza,No pobreza,8000,66
269,No pobreza,No pobreza,8000,66
270,No pobreza,No pobreza,8000,62
271,No pobreza,No pobreza,8000,63
272,No pobreza,No pobreza,8000,62
273,No pobreza,No pobreza,8000,61
274,No pobreza,No pobreza,8000,63
275,No pobreza,No pobreza,8000,63
276,No pobreza,No pobreza,8000,55
277,No pobreza,No pobreza,8000,59
278,Pobreza,Pobreza no extrema,8000,55
279,No pobreza,No pobreza,8000,57
280,No pobreza,No pobreza,8000,57
281,No pobreza,No pobreza,8000,52
282,No pobreza,No pobreza,8000,50
283,No pobreza,No pobreza,8000,53
284,No pobreza,No pobreza,8000,52
285,No pobreza,No pobreza,8000,53
286,No pobreza,No pobreza,8000,51
287,No pobreza,No pobreza,8000,52
288,Pobreza,Pobreza no extrema,8000,50
289,No pobreza,No pobreza,8000,52
290,No pobreza,No pobreza,8000,48
291,No pobreza,No pobreza,8000,45
292,No pobreza,No pobreza,8000,45
293,Pobreza,Pobreza no extrema,8000,49
294,Pobreza,Pobreza extrema,8000,49
295,No pobreza,No pobreza,8000,48
296,No pobreza,No pobreza,8000,47
297,No pobreza,No pobreza,8000,48
298,No pobreza,No pobreza,8000,45
299,No pobreza,No pobreza,8000,47
300,No pobreza,No pobreza,8000,48
301,No pobreza,No pobreza,8000,47
302,No pobreza,No pobreza,8000,44
303,Pobreza,Pobreza no extrema,8000,40
304,No pobreza,No pobreza,8000,43
305,No pobreza,No pobreza,8000,44
306,No pobreza,No pobreza,8000,40
307,No pobreza,No pobreza,8000,40
308,No pobreza,No pobreza,8000,43
309,No pobreza,No pobreza,8000,43
310,No pobreza,No pobreza,8000,41
311,No pobreza,No pobreza,8000,40
312,No pobreza,No pobreza,8000,43
313,No pobreza,No pobreza,8000,44
314,No pobreza,No pobreza,8000,42
315,No pobreza,No pobreza,8000,43
316,No pobreza,No pobreza,8000,44
317,Pobreza,Pobreza no extrema,8000,44
318,No pobreza,No pobreza,8000,36
319,Pobreza,Pobreza no extrema,8000,35
320,No pobreza,No pobreza,8000,38
321,Pobreza,Pobreza no extrema,8000,37
322,No pobreza,No pobreza,8000,35
323,No pobreza,No pobreza,8000,39
324,Pobreza,Pobreza extrema,8000,36
325,No pobreza,No pobreza,8000,31
326,No pobreza,No pobreza,8000,30
327,No pobreza,No pobreza,8000,31
328,No pobreza,No pobreza,8000,30
329,No pobreza,No pobreza,8000,34
330,No pobreza,No pobreza,8000,34
331,Pobreza,Pobreza no extrema,8000,33
332,No pobreza,No pobreza,8000,34
333,No pobreza,No pobreza,8000,34
334,No pobreza,No pobreza,8000,30
335,No pobreza,No pobreza,8000,34
336,No pobreza,No pobreza,8000,33
337,No pobreza,No pobreza,8000,34
338,No pobreza,No pobreza,8000,32
339,No pobreza,No pobreza,8000,25
340,No pobreza,No pobreza,8000,25
341,Pobreza,Pobreza no extrema,8000,27
342,No pobreza,No pobreza,8000,28
343,No pobreza,No pobreza,8000,29
344,No pobreza,No pobreza,8000,27
345,No pobreza,No pobreza,8000,26
346,No pobreza,No pobreza,8000,29
347,No pobreza,No pobreza,8000,28
348,No pobreza,No pobreza,8000,22
349,No pobreza,No pobreza,8000,22
350,No pobreza,No pobreza,8000,18
351,No pobreza,No pobreza,7800,62
352,No pobreza,No pobreza,7750,57
353,No pobreza,No pobreza,7730,31
354,No pobreza,No pobreza,7700,62
355,No pobreza,No pobreza,7600,49
356,No pobreza,No pobreza,7600,42
357,No pobreza,No pobreza,7600,38
358,Pobreza,Pobreza no extrema,7550,61
359,No pobreza,No pobreza,7514,54
360,Pobreza,Pobreza no extrema,7500,58
361,No pobreza,No pobreza,7500,56
362,No pobreza,No pobreza,7500,55
363,No pobreza,No pobreza,7500,50
364,No pobreza,No pobreza,7500,50
365,No pobreza,No pobreza,7500,46
366,No pobreza,No pobreza,7500,49
367,No pobreza,No pobreza,7500,42
368,No pobreza,No pobreza,7500,44
369,No pobreza,No pobreza,7500,41
370,No pobreza,No pobreza,7500,42
371,No pobreza,No pobreza,7500,36
372,No pobreza,No pobreza,7500,39
373,No pobreza,No pobreza,7500,38
374,Pobreza,Pobreza extrema,7500,37
375,No pobreza,No pobreza,7500,36
376,Pobreza,Pobreza no extrema,7500,35
377,Pobreza,Pobreza no extrema,7500,36
378,No pobreza,No pobreza,7500,38
379,No pobreza,No pobreza,7500,36
380,No pobreza,No pobreza,7500,36
381,Pobreza,Pobreza no extrema,7500,29
382,Pobreza,Pobreza no extrema,7400,43
383,No pobreza,No pobreza,7400,40
384,No pobreza,No pobreza,7400,42
385,Pobreza,Pobreza no extrema,7400,39
386,No pobreza,No pobreza,7400,37
387,No pobreza,No pobreza,7350,57
388,No pobreza,No pobreza,7300,51
389,No pobreza,No pobreza,7300,33
390,Pobreza,Pobreza no extrema,7300,29
391,No pobreza,No pobreza,7250,40
392,No pobreza,No pobreza,7250,43
393,No pobreza,No pobreza,7211,41
394,No pobreza,No pobreza,7200,77
395,Pobreza,Pobreza no extrema,7200,64
396,No pobreza,No pobreza,7200,56
397,No pobreza,No pobreza,7200,33
398,No pobreza,No pobreza,7200,29
399,No pobreza,No pobreza,7200,23
400,Pobreza,Pobreza no extrema,7100,31
401,No pobreza,No pobreza,7000,73
402,No pobreza,No pobreza,7000,73
403,No pobreza,No pobreza,7000,68
404,No pobreza,No pobreza,7000,68
405,No pobreza,No pobreza,7000,67
406,No pobreza,No pobreza,7000,62
407,No pobreza,No pobreza,7000,51
408,No pobreza,No pobreza,7000,54
409,No pobreza,No pobreza,7000,50
410,Pobreza,Pobreza no extrema,7000,50
411,No pobreza,No pobreza,7000,53
412,No pobreza,No pobreza,7000,50
413,No pobreza,No pobreza,7000,54
414,No pobreza,No pobreza,7000,53
415,No pobreza,No pobreza,7000,52
416,Pobreza,Pobreza no extrema,7000,52
417,No pobreza,No pobreza,7000,48
418,No pobreza,No pobreza,7000,46
419,Pobreza,Pobreza no extrema,7000,48
420,No pobreza,No pobreza,7000,48
421,No pobreza,No pobreza,7000,45
422,No pobreza,No pobreza,7000,48
423,Pobreza,Pobreza extrema,7000,45
424,No pobreza,No pobreza,7000,49
425,No pobreza,No pobreza,7000,49
426,No pobreza,No pobreza,7000,48
427,No pobreza,No pobreza,7000,44
428,No pobreza,No pobreza,7000,41
429,No pobreza,No pobreza,7000,40
430,No pobreza,No pobreza,7000,41
431,No pobreza,No pobreza,7000,41
432,No pobreza,No pobreza,7000,44
433,No pobreza,No pobreza,7000,42
434,No pobreza,No pobreza,7000,40
435,No pobreza,No pobreza,7000,42
436,No pobreza,No pobreza,7000,40
437,No pobreza,No pobreza,7000,43
438,No pobreza,No pobreza,7000,43
439,No pobreza,No pobreza,7000,40
440,No pobreza,No pobreza,7000,43
441,No pobreza,No pobreza,7000,40
442,No pobreza,No pobreza,7000,41
443,No pobreza,No pobreza,7000,44
444,No pobreza,No pobreza,7000,40
445,No pobreza,No pobreza,7000,37
446,No pobreza,No pobreza,7000,36
447,No pobreza,No pobreza,7000,38
448,No pobreza,No pobreza,7000,36
449,No pobreza,No pobreza,7000,37
450,No pobreza,No pobreza,7000,37
451,No pobreza,No pobreza,7000,38
452,No pobreza,No pobreza,7000,37
453,No pobreza,No pobreza,7000,35
454,No pobreza,No pobreza,7000,35
455,No pobreza,No pobreza,7000,37
456,No pobreza,No pobreza,7000,36
457,No pobreza,No pobreza,7000,37
458,No pobreza,No pobreza,7000,35
459,No pobreza,No pobreza,7000,38
460,No pobreza,No pobreza,7000,38
461,No pobreza,No pobreza,7000,36
462,No pobreza,No pobreza,7000,36
463,No pobreza,No pobreza,7000,39
464,Pobreza,Pobreza no extrema,7000,35
465,No pobreza,No pobreza,7000,32
466,No pobreza,No pobreza,7000,30
467,No pobreza,No pobreza,7000,33
468,No pobreza,No pobreza,7000,34
469,No pobreza,No pobreza,7000,32
470,No pobreza,No pobreza,7000,34
471,No pobreza,No pobreza,7000,34
472,No pobreza,No pobreza,7000,34
473,No pobreza,No pobreza,7000,33
474,No pobreza,No pobreza,7000,31
475,No pobreza,No pobreza,7000,30
476,No pobreza,No pobreza,7000,27
477,Pobreza,Pobreza no extrema,7000,28
478,No pobreza,No pobreza,7000,28
479,No pobreza,No pobreza,7000,26
480,No pobreza,No pobreza,7000,29
481,No pobreza,No pobreza,7000,25
482,No pobreza,No pobreza,7000,27
483,No pobreza,No pobreza,7000,29
484,No pobreza,No pobreza,7000,20
485,Pobreza,Pobreza no extrema,7000,20
486,No pobreza,No pobreza,7000,21
487,No pobreza,No pobreza,7000,21
488,No pobreza,No pobreza,7000,23
489,No pobreza,No pobreza,7000,19
490,No pobreza,No pobreza,6991,32
491,No pobreza,No pobreza,6919,35
492,No pobreza,No pobreza,6825,47
493,No pobreza,No pobreza,6800,48
494,Pobreza,Pobreza no extrema,6800,36
495,No pobreza,No pobreza,6800,38
496,No pobreza,No pobreza,6800,35
497,No pobreza,No pobreza,6800,37
498,Pobreza,Pobreza no extrema,6800,18
499,No pobreza,No pobreza,6700,42
500,No pobreza,No pobreza,6700,44
501,No pobreza,No pobreza,6700,38
502,Pobreza,Pobreza no extrema,6600,46
503,Pobreza,Pobreza no extrema,6600,40
504,Pobreza,Pobreza no extrema,6600,31
505,No pobreza,No pobreza,6580,48
506,No pobreza,No pobreza,6500,65
507,No pobreza,No pobreza,6500,57
508,No pobreza,No pobreza,6500,57
509,Pobreza,Pobreza no extrema,6500,52
510,No pobreza,No pobreza,6500,51
511,No pobreza,No pobreza,6500,47
512,No pobreza,No pobreza,6500,45
513,No pobreza,No pobreza,6500,48
514,No pobreza,No pobreza,6500,47
515,Pobreza,Pobreza no extrema,6500,44
516,Pobreza,Pobreza no extrema,6500,41
517,No pobreza,No pobreza,6500,40
518,No pobreza,No pobreza,6500,35
519,No pobreza,No pobreza,6500,36
520,No pobreza,No pobreza,6500,36
521,No pobreza,No pobreza,6500,35
522,Pobreza,Pobreza no extrema,6500,37
523,No pobreza,No pobreza,6500,34
524,No pobreza,No pobreza,6500,32
525,Pobreza,Pobreza no extrema,6500,32
526,No pobreza,No pobreza,6500,27
527,Pobreza,Pobreza no extrema,6500,29
528,No pobreza,No pobreza,6500,29
529,No pobreza,No pobreza,6450,32
530,No pobreza,No pobreza,6418,63
531,No pobreza,No pobreza,6417,39
532,Pobreza,Pobreza no extrema,6400,50
533,No pobreza,No pobreza,6400,45
534,No pobreza,No pobreza,6400,42
535,No pobreza,No pobreza,6400,44
536,Pobreza,Pobreza no extrema,6400,17
537,No pobreza,No pobreza,6380,35
538,No pobreza,No pobreza,6375,25
539,No pobreza,No pobreza,6300,53
540,No pobreza,No pobreza,6300,32
541,No pobreza,No pobreza,6250,40
542,Pobreza,Pobreza extrema,6216,28
543,No pobreza,No pobreza,6200,55
544,No pobreza,No pobreza,6200,52
545,No pobreza,No pobreza,6200,41
546,No pobreza,No pobreza,6200,34
547,Pobreza,Pobreza no extrema,6200,33
548,No pobreza,No pobreza,6146,39
549,No pobreza,No pobreza,6129,40
550,No pobreza,No pobreza,6120,48
551,No pobreza,No pobreza,6120,43
552,No pobreza,No pobreza,6100,38
553,No pobreza,No pobreza,6095,59
554,No pobreza,No pobreza,6000,88
555,No pobreza,No pobreza,6000,68
556,No pobreza,No pobreza,6000,65
557,No pobreza,No pobreza,6000,60
558,Pobreza,Pobreza no extrema,6000,63
559,No pobreza,No pobreza,6000,60
560,No pobreza,No pobreza,6000,58
561,Pobreza,Pobreza no extrema,6000,56
562,No pobreza,No pobreza,6000,58
563,No pobreza,No pobreza,6000,56
564,Pobreza,Pobreza no extrema,6000,55
565,No pobreza,No pobreza,6000,56
566,No pobreza,No pobreza,6000,55
567,No pobreza,No pobreza,6000,59
568,No pobreza,No pobreza,6000,53
569,No pobreza,No pobreza,6000,54
570,No pobreza,No pobreza,6000,53
571,No pobreza,No pobreza,6000,51
572,No pobreza,No pobreza,6000,52
573,No pobreza,No pobreza,6000,51
574,Pobreza,Pobreza no extrema,6000,50
575,No pobreza,No pobreza,6000,52
576,No pobreza,No pobreza,6000,53
577,No pobreza,No pobreza,6000,54
578,No pobreza,No pobreza,6000,52
579,No pobreza,No pobreza,6000,52
580,No pobreza,No pobreza,6000,50
581,No pobreza,No pobreza,6000,50
582,No pobreza,No pobreza,6000,45
583,Pobreza,Pobreza no extrema,6000,48
584,No pobreza,No pobreza,6000,45
585,No pobreza,No pobreza,6000,48
586,No pobreza,No pobreza,6000,47
587,Pobreza,Pobreza no extrema,6000,47
588,No pobreza,No pobreza,6000,47
589,Pobreza,Pobreza no extrema,6000,48
590,No pobreza,No pobreza,6000,49
591,No pobreza,No pobreza,6000,47
592,No pobreza,No pobreza,6000,47
593,Pobreza,Pobreza no extrema,6000,47
594,No pobreza,No pobreza,6000,45
595,No pobreza,No pobreza,6000,44
596,No pobreza,No pobreza,6000,44
597,No pobreza,No pobreza,6000,42
598,No pobreza,No pobreza,6000,40
599,No pobreza,No pobreza,6000,42
600,No pobreza,No pobreza,6000,44
601,No pobreza,No pobreza,6000,41
602,No pobreza,No pobreza,6000,44
603,No pobreza,No pobreza,6000,44
604,No pobreza,No pobreza,6000,41
605,No pobreza,No pobreza,6000,40
606,No pobreza,No pobreza,6000,40
607,No pobreza,No pobreza,6000,44
608,No pobreza,No pobreza,6000,42
609,Pobreza,Pobreza no extrema,6000,44
610,No pobreza,No pobreza,6000,41
611,No pobreza,No pobreza,6000,42
612,Pobreza,Pobreza no extrema,6000,42
613,No pobreza,No pobreza,6000,40
614,No pobreza,No pobreza,6000,42
615,Pobreza,Pobreza no extrema,6000,40
616,No pobreza,No pobreza,6000,42
617,No pobreza,No pobreza,6000,40
618,No pobreza,No pobreza,6000,40
619,No pobreza,No pobreza,6000,40
620,No pobreza,No pobreza,6000,43
621,No pobreza,No pobreza,6000,41
622,No pobreza,No pobreza,6000,44
623,No pobreza,No pobreza,6000,44
624,No pobreza,No pobreza,6000,44
625,No pobreza,No pobreza,6000,35
626,No pobreza,No pobreza,6000,37
627,No pobreza,No pobreza,6000,35
628,Pobreza,Pobreza no extrema,6000,36
629,No pobreza,No pobreza,6000,38
630,No pobreza,No pobreza,6000,38
631,No pobreza,No pobreza,6000,37
632,No pobreza,No pobreza,6000,36
633,No pobreza,No pobreza,6000,38
634,No pobreza,No pobreza,6000,35
635,No pobreza,No pobreza,6000,36
636,No pobreza,No pobreza,6000,38
637,No pobreza,No pobreza,6000,39
638,No pobreza,No pobreza,6000,39
639,No pobreza,No pobreza,6000,36
640,Pobreza,Pobreza no extrema,6000,37
641,No pobreza,No pobreza,6000,37
642,No pobreza,No pobreza,6000,36
643,No pobreza,No pobreza,6000,38
644,No pobreza,No pobreza,6000,32
645,No pobreza,No pobreza,6000,30
646,No pobreza,No pobreza,6000,34
647,No pobreza,No pobreza,6000,30
648,No pobreza,No pobreza,6000,33
649,No pobreza,No pobreza,6000,31
650,No pobreza,No pobreza,6000,33
651,Pobreza,Pobreza no extrema,6000,30
652,Pobreza,Pobreza no extrema,6000,33
653,No pobreza,No pobreza,6000,30
654,No pobreza,No pobreza,6000,33
655,Pobreza,Pobreza no extrema,6000,30
656,No pobreza,No pobreza,6000,33
657,Pobreza,Pobreza no extrema,6000,34
658,No pobreza,No pobreza,6000,34
659,No pobreza,No pobreza,6000,33
660,Pobreza,Pobreza no extrema,6000,30
661,No pobreza,No pobreza,6000,32
662,Pobreza,Pobreza extrema,6000,33
663,No pobreza,No pobreza,6000,33
664,No pobreza,No pobreza,6000,33
665,No pobreza,No pobreza,6000,33
666,No pobreza,No pobreza,6000,31
667,No pobreza,No pobreza,6000,32
668,No pobreza,No pobreza,6000,33
669,No pobreza,No pobreza,6000,26
670,No pobreza,No pobreza,6000,26
671,No pobreza,No pobreza,6000,29
672,No pobreza,No pobreza,6000,26
673,Pobreza,Pobreza no extrema,6000,26
674,Pobreza,Pobreza no extrema,6000,27
675,No pobreza,No pobreza,6000,25
676,Pobreza,Pobreza no extrema,6000,27
677,Pobreza,Pobreza no extrema,6000,28
678,No pobreza,No pobreza,6000,25
679,Pobreza,Pobreza no extrema,6000,27
680,No pobreza,No pobreza,6000,28
681,No pobreza,No pobreza,6000,26
682,No pobreza,No pobreza,6000,28
683,No pobreza,No pobreza,6000,24
684,No pobreza,No pobreza,6000,23
685,Pobreza,Pobreza no extrema,6000,23
686,No pobreza,No pobreza,6000,23
687,No pobreza,No pobreza,6000,22
688,Pobreza,Pobreza no extrema,6000,24
689,No pobreza,No pobreza,6000,23
690,No pobreza,No pobreza,6000,21
691,No pobreza,No pobreza,6000,23
692,No pobreza,No pobreza,6000,22
693,No pobreza,No pobreza,6000,20
694,No pobreza,No pobreza,6000,19
695,No pobreza,No pobreza,6000,16
696,No pobreza,No pobreza,6000,19
697,Pobreza,Pobreza no extrema,5970,35
698,No pobreza,No pobreza,5943,34
699,No pobreza,No pobreza,5900,59
700,No pobreza,No pobreza,5900,41
701,No pobreza,No pobreza,5900,39
702,No pobreza,No pobreza,5800,41
703,No pobreza,No pobreza,5800,40
704,Pobreza,Pobreza no extrema,5800,35
705,No pobreza,No pobreza,5800,35
706,No pobreza,No pobreza,5800,37
707,Pobreza,Pobreza no extrema,5800,34
708,Pobreza,Pobreza no extrema,5800,32
709,Pobreza,Pobreza no extrema,5800,29
710,No pobreza,No pobreza,5800,28
711,No pobreza,No pobreza,5800,23
712,Pobreza,Pobreza no extrema,5800,22
713,No pobreza,No pobreza,5800,20
714,No pobreza,No pobreza,5718,62
